C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_46_976.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_46_976.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_46_976.jpg,0,1,0,30.19031
C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_47_043.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_47_043.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_47_043.jpg,0,1,0,30.19028
C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_47_111.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_47_111.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_47_111.jpg,0,1,0,30.1903
C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_47_188.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_47_188.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_47_188.jpg,0,1,0,30.19031
C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_47_262.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_47_262.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_47_262.jpg,0,1,0,30.19029
C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_47_329.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_47_329.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_47_329.jpg,0,1,0,30.19032
C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_47_397.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_47_397.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_47_397.jpg,0,1,0,30.19028
C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_47_473.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_47_473.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_47_473.jpg,0,1,0,30.19031
C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_47_542.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_47_542.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_47_542.jpg,0,1,0,30.1903
C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\center_2023_11_27_13_43_47_612.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\left_2023_11_27_13_43_47_612.jpg,C:\Users\loanej\Desktop\SD4A_Training_Data\IMG\right_2023_11_27_13_43_47_612.jpg,0,1,0,30.19029
